order_id,customer_id,order_date,store_id,store_name,region,product_id,product_name,category,subcategory,quantity,unit_price,discount_pct,revenue,cost,gross_margin,payment_method,channel,order_status,delivery_days,inventory_on_hand,reorder_level,seller_id,rating,return_flag
O001178,C0027,2025-07-06,S003,Mumbai West,West,P015,Skincare Set,Beauty,Personal Care,3,2499,15,6372.45,3441.12,2931.33,Wallet,Store,Delivered,4,70,46,SELLER009,4,0
O001179,C0044,2025-10-19,S004,Delhi Select,North,P010,Water Bottle,Sports,Fitness,4,699,20,2236.8,1230.24,1006.56,Net Banking,Web,Shipped,5,89,53,SELLER010,5,0
O001180,C0061,2025-01-05,S005,Hyderabad Hub,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,0,1899,1063.44,835.56,UPI,Mobile App,Processing,,108,25,SELLER011,1,0
O001181,C0078,2025-04-18,S006,Pune Market,West,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,5,5318.1,3031.32,2286.78,Credit Card,Store,Returned,7,127,32,SELLER012,2,1
O001182,C0095,2025-07-04,S001,Bengaluru Central,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,10,4317.3,2504.03,1813.27,Debit Card,Web,Cancelled,,146,39,SELLER013,3,0
O001183,C0112,2025-10-17,S002,Chennai Marina,South,P006,Laptop Stand,Office,Accessories,4,1499,15,5096.6,2650.23,2446.37,Wallet,Mobile App,Delivered,9,165,46,SELLER014,4,0
O001184,C0129,2025-01-03,S003,Mumbai West,West,P001,Wireless Headphones,Electronics,Audio,1,2499,20,1999.2,1059.58,939.62,Net Banking,Store,Delivered,2,184,53,SELLER015,5,0
O001185,C0146,2025-04-16,S004,Delhi Select,North,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,0,4398,2374.92,2023.08,UPI,Web,Delivered,3,23,25,SELLER016,1,0
O001186,C0163,2025-07-02,S005,Hyderabad Hub,South,P007,Desk Lamp,Home,Lighting,3,999,5,2847.15,1565.93,1281.22,Credit Card,Mobile App,Shipped,4,42,32,SELLER017,2,0
O001187,C0180,2025-10-15,S006,Pune Market,West,P002,Smart Watch,Electronics,Wearables,4,5999,10,21596.4,12093.98,9502.42,Debit Card,Store,Processing,,61,39,SELLER018,3,0
O001188,C0197,2025-01-01,S001,Bengaluru Central,South,P013,USB-C Hub,Electronics,Accessories,1,2299,15,1954.15,1113.87,840.28,Wallet,Web,Returned,6,80,46,SELLER001,4,1
O001189,C0214,2025-04-14,S002,Chennai Marina,South,P008,Yoga Mat,Sports,Fitness,2,1299,20,2078.4,1205.47,872.93,Net Banking,Mobile App,Cancelled,,99,53,SELLER002,5,0
O001190,C0231,2025-07-27,S003,Mumbai West,West,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,0,10497,5458.44,5038.56,UPI,Store,Delivered,8,118,25,SELLER003,1,0
O001191,C0248,2025-10-13,S004,Delhi Select,North,P014,Office Chair,Office,Furniture,4,8999,5,34196.2,18123.99,16072.21,Credit Card,Web,Delivered,9,137,32,SELLER004,2,0
O001192,C0015,2025-01-26,S005,Hyderabad Hub,South,P009,Backpack,Fashion,Bags,1,1799,10,1619.1,874.31,744.79,Debit Card,Mobile App,Delivered,2,156,39,SELLER005,3,0
O001193,C0032,2025-04-12,S006,Pune Market,West,P004,Running Shoes,Fashion,Footwear,2,2999,15,5098.3,2804.07,2294.23,Wallet,Store,Shipped,3,175,46,SELLER006,4,0
O001194,C0049,2025-07-25,S001,Bengaluru Central,South,P015,Skincare Set,Beauty,Personal Care,3,2499,20,5997.6,3358.66,2638.94,Net Banking,Web,Processing,,14,53,SELLER007,5,0
O001195,C0066,2025-10-11,S002,Chennai Marina,South,P010,Water Bottle,Sports,Fitness,4,699,0,2796,1593.72,1202.28,UPI,Mobile App,Returned,5,33,25,SELLER008,1,1
O001196,C0083,2025-01-24,S003,Mumbai West,West,P005,Bluetooth Speaker,Electronics,Audio,1,1899,5,1804.05,1046.35,757.7,Credit Card,Store,Cancelled,,52,32,SELLER009,2,0
O001197,C0100,2025-04-10,S004,Delhi Select,North,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,10,5038.2,2619.86,2418.34,Debit Card,Web,Delivered,7,71,39,SELLER010,3,0
O001198,C0117,2025-07-23,S005,Hyderabad Hub,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,15,4077.45,2161.05,1916.4,Wallet,Mobile App,Delivered,8,90,46,SELLER011,4,0
O001199,C0134,2025-10-09,S006,Pune Market,West,P006,Laptop Stand,Office,Accessories,4,1499,20,4796.8,2590.27,2206.53,Net Banking,Store,Delivered,9,109,53,SELLER012,5,0
O001200,C0151,2025-01-22,S001,Bengaluru Central,South,P001,Wireless Headphones,Electronics,Audio,1,2499,0,2499,1374.45,1124.55,UPI,Web,Shipped,2,128,25,SELLER013,1,0
O001201,C0168,2025-04-08,S002,Chennai Marina,South,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,5,4178.1,2339.74,1838.36,Credit Card,Mobile App,Processing,,147,32,SELLER014,2,0
O001202,C0185,2025-07-21,S003,Mumbai West,West,P007,Desk Lamp,Home,Lighting,3,999,10,2697.3,1537.46,1159.84,Debit Card,Store,Returned,4,166,39,SELLER015,3,1
O001203,C0202,2025-10-07,S004,Delhi Select,North,P002,Smart Watch,Electronics,Wearables,4,5999,15,20396.6,11830.03,8566.57,Wallet,Web,Cancelled,,185,46,SELLER016,4,0
O001204,C0219,2025-01-20,S005,Hyderabad Hub,South,P013,USB-C Hub,Electronics,Accessories,1,2299,20,1839.2,956.38,882.82,Net Banking,Mobile App,Delivered,6,24,53,SELLER017,5,0
O001205,C0236,2025-04-06,S006,Pune Market,West,P008,Yoga Mat,Sports,Fitness,2,1299,0,2598,1376.94,1221.06,UPI,Store,Delivered,7,43,25,SELLER018,1,0
O001206,C0003,2025-07-19,S001,Bengaluru Central,South,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,5,9972.15,5384.96,4587.19,Credit Card,Web,Delivered,8,62,32,SELLER001,2,0
O001207,C0020,2025-10-05,S002,Chennai Marina,South,P014,Office Chair,Office,Furniture,4,8999,10,32396.4,17818.02,14578.38,Debit Card,Mobile App,Shipped,9,81,39,SELLER002,3,0
O001208,C0037,2025-01-18,S003,Mumbai West,West,P009,Backpack,Fashion,Bags,1,1799,15,1529.15,856.32,672.83,Wallet,Store,Processing,,100,46,SELLER003,4,0
O001209,C0054,2025-04-04,S004,Delhi Select,North,P004,Running Shoes,Fashion,Footwear,2,2999,20,4798.4,2735.09,2063.31,Net Banking,Web,Returned,3,119,53,SELLER004,5,1
O001210,C0071,2025-07-17,S005,Hyderabad Hub,South,P015,Skincare Set,Beauty,Personal Care,3,2499,0,7497,4348.26,3148.74,UPI,Mobile App,Cancelled,,138,25,SELLER005,1,0
O001211,C0088,2025-10-03,S006,Pune Market,West,P010,Water Bottle,Sports,Fitness,4,699,5,2656.2,1381.22,1274.98,Credit Card,Store,Delivered,5,157,32,SELLER006,2,0
O001212,C0105,2025-01-16,S001,Bengaluru Central,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,10,1709.1,905.82,803.28,Debit Card,Web,Delivered,6,176,39,SELLER007,3,0
O001213,C0122,2025-04-02,S002,Chennai Marina,South,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,15,4758.3,2569.48,2188.82,Wallet,Mobile App,Delivered,7,15,46,SELLER008,4,0
O001214,C0139,2025-07-15,S003,Mumbai West,West,P011,Cotton Bedsheet,Home,Bedding,3,1599,20,3837.6,2110.68,1726.92,Net Banking,Store,Shipped,8,34,53,SELLER009,5,0
O001215,C0156,2025-10-01,S004,Delhi Select,North,P006,Laptop Stand,Office,Accessories,4,1499,0,5996,3357.76,2638.24,UPI,Web,Processing,,53,25,SELLER010,1,0
O001216,C0173,2025-01-14,S005,Hyderabad Hub,South,P001,Wireless Headphones,Electronics,Audio,1,2499,5,2374.05,1353.21,1020.84,Credit Card,Mobile App,Returned,2,72,32,SELLER011,2,1
O001217,C0190,2025-04-27,S006,Pune Market,West,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,10,3958.2,2295.76,1662.44,Debit Card,Store,Cancelled,,91,39,SELLER012,3,0
O001218,C0207,2025-07-13,S001,Bengaluru Central,South,P007,Desk Lamp,Home,Lighting,3,999,15,2547.45,1324.67,1222.78,Wallet,Web,Delivered,4,110,46,SELLER013,4,0
O001219,C0224,2025-10-26,S002,Chennai Marina,South,P002,Smart Watch,Electronics,Wearables,4,5999,20,19196.8,10174.3,9022.5,Net Banking,Mobile App,Delivered,5,129,53,SELLER014,5,0
O001220,C0241,2025-01-12,S003,Mumbai West,West,P013,USB-C Hub,Electronics,Accessories,1,2299,0,2299,1241.46,1057.54,UPI,Store,Delivered,6,148,25,SELLER015,1,0
O001221,C0008,2025-04-25,S004,Delhi Select,North,P008,Yoga Mat,Sports,Fitness,2,1299,5,2468.1,1357.46,1110.64,Credit Card,Web,Shipped,7,167,32,SELLER016,2,0
O001222,C0025,2025-07-11,S005,Hyderabad Hub,South,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,10,9447.3,5290.49,4156.81,Debit Card,Mobile App,Processing,,186,39,SELLER017,3,0
O001223,C0042,2025-10-24,S006,Pune Market,West,P014,Office Chair,Office,Furniture,4,8999,15,30596.6,17440.06,13156.54,Wallet,Store,Returned,9,25,46,SELLER018,4,1
O001224,C0059,2025-01-10,S001,Bengaluru Central,South,P009,Backpack,Fashion,Bags,1,1799,20,1439.2,834.74,604.46,Net Banking,Web,Cancelled,,44,53,SELLER001,5,0
O001225,C0076,2025-04-23,S002,Chennai Marina,South,P004,Running Shoes,Fashion,Footwear,2,2999,0,5998,3118.96,2879.04,UPI,Mobile App,Delivered,3,63,25,SELLER002,1,0
O001226,C0093,2025-07-09,S003,Mumbai West,West,P015,Skincare Set,Beauty,Personal Care,3,2499,5,7122.15,3774.74,3347.41,Credit Card,Store,Delivered,4,82,32,SELLER003,2,0
O001227,C0110,2025-10-22,S004,Delhi Select,North,P010,Water Bottle,Sports,Fitness,4,699,10,2516.4,1358.86,1157.54,Debit Card,Web,Delivered,5,101,39,SELLER004,3,0
O001228,C0127,2025-01-08,S005,Hyderabad Hub,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,15,1614.15,887.78,726.37,Wallet,Mobile App,Shipped,6,120,46,SELLER005,4,0
O001229,C0144,2025-04-21,S006,Pune Market,West,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,20,4478.4,2507.9,1970.5,Net Banking,Store,Processing,,139,53,SELLER006,5,0
O001230,C0161,2025-07-07,S001,Bengaluru Central,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,0,4797,2734.29,2062.71,UPI,Web,Returned,8,158,25,SELLER007,1,1
O001231,C0178,2025-10-20,S002,Chennai Marina,South,P006,Laptop Stand,Office,Accessories,4,1499,5,5696.2,3303.8,2392.4,Credit Card,Mobile App,Cancelled,,177,32,SELLER008,2,0
O001232,C0195,2025-01-06,S003,Mumbai West,West,P001,Wireless Headphones,Electronics,Audio,1,2499,10,2249.1,1169.53,1079.57,Debit Card,Store,Delivered,2,16,39,SELLER009,3,0
O001233,C0212,2025-04-19,S004,Delhi Select,North,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,15,3738.3,1981.3,1757,Wallet,Web,Delivered,3,35,46,SELLER010,4,0
O001234,C0229,2025-07-05,S005,Hyderabad Hub,South,P007,Desk Lamp,Home,Lighting,3,999,20,2397.6,1294.7,1102.9,Net Banking,Mobile App,Delivered,4,54,53,SELLER011,5,0
O001235,C0246,2025-10-18,S006,Pune Market,West,P002,Smart Watch,Electronics,Wearables,4,5999,0,23996,13197.8,10798.2,UPI,Store,Shipped,5,73,25,SELLER012,1,0
O001236,C0013,2025-01-04,S001,Bengaluru Central,South,P013,USB-C Hub,Electronics,Accessories,1,2299,5,2184.05,1223.07,960.98,Credit Card,Web,Processing,,92,32,SELLER013,2,0
O001237,C0030,2025-04-17,S002,Chennai Marina,South,P008,Yoga Mat,Sports,Fitness,2,1299,10,2338.2,1332.77,1005.43,Debit Card,Mobile App,Returned,7,111,39,SELLER014,3,1
O001238,C0047,2025-07-03,S003,Mumbai West,West,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,15,8922.45,5175.02,3747.43,Wallet,Store,Cancelled,,130,46,SELLER015,4,0
O001239,C0064,2025-10-16,S004,Delhi Select,North,P014,Office Chair,Office,Furniture,4,8999,20,28796.8,14974.34,13822.46,Net Banking,Web,Delivered,9,149,53,SELLER016,5,0
O001240,C0081,2025-01-02,S005,Hyderabad Hub,South,P009,Backpack,Fashion,Bags,1,1799,0,1799,953.47,845.53,UPI,Mobile App,Delivered,2,168,25,SELLER017,1,0
O001241,C0098,2025-04-15,S006,Pune Market,West,P004,Running Shoes,Fashion,Footwear,2,2999,5,5698.1,3076.97,2621.13,Credit Card,Store,Delivered,3,187,32,SELLER018,2,0
O001242,C0115,2025-07-01,S001,Bengaluru Central,South,P015,Skincare Set,Beauty,Personal Care,3,2499,10,6747.3,3711.02,3036.28,Debit Card,Web,Shipped,4,26,39,SELLER001,3,0
O001243,C0132,2025-10-14,S002,Chennai Marina,South,P010,Water Bottle,Sports,Fitness,4,699,15,2376.6,1330.9,1045.7,Wallet,Mobile App,Processing,,45,46,SELLER002,4,0
O001244,C0149,2025-01-27,S003,Mumbai West,West,P005,Bluetooth Speaker,Electronics,Audio,1,1899,20,1519.2,865.94,653.26,Net Banking,Store,Returned,6,64,53,SELLER003,5,1
O001245,C0166,2025-04-13,S004,Delhi Select,North,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,0,5598,3246.84,2351.16,UPI,Web,Cancelled,,83,25,SELLER004,1,0
O001246,C0183,2025-07-26,S005,Hyderabad Hub,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,5,4557.15,2369.72,2187.43,Credit Card,Mobile App,Delivered,8,102,32,SELLER005,2,0
O001247,C0200,2025-10-12,S006,Pune Market,West,P006,Laptop Stand,Office,Accessories,4,1499,10,5396.4,2860.09,2536.31,Debit Card,Store,Delivered,9,121,39,SELLER006,3,0
O001248,C0217,2025-01-25,S001,Bengaluru Central,South,P001,Wireless Headphones,Electronics,Audio,1,2499,15,2124.15,1147.04,977.11,Wallet,Web,Delivered,2,140,46,SELLER007,4,0
O001249,C0234,2025-04-11,S002,Chennai Marina,South,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,20,3518.4,1935.12,1583.28,Net Banking,Mobile App,Shipped,3,159,53,SELLER008,5,0
O001250,C0001,2025-07-24,S003,Mumbai West,West,P007,Desk Lamp,Home,Lighting,3,999,0,2997,1678.32,1318.68,UPI,Store,Processing,,178,25,SELLER009,1,0
O001251,C0018,2025-10-10,S004,Delhi Select,North,P002,Smart Watch,Electronics,Wearables,4,5999,5,22796.2,12993.83,9802.37,Credit Card,Web,Returned,5,17,32,SELLER010,2,1
O001252,C0035,2025-01-23,S005,Hyderabad Hub,South,P013,USB-C Hub,Electronics,Accessories,1,2299,10,2069.1,1200.08,869.02,Debit Card,Mobile App,Cancelled,,36,39,SELLER011,3,0
O001253,C0052,2025-04-09,S006,Pune Market,West,P008,Yoga Mat,Sports,Fitness,2,1299,15,2208.3,1148.32,1059.98,Wallet,Store,Delivered,7,55,46,SELLER012,4,0
O001254,C0069,2025-07-22,S001,Bengaluru Central,South,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,20,8397.6,4450.73,3946.87,Net Banking,Web,Delivered,8,74,53,SELLER013,5,0
O001255,C0086,2025-10-08,S002,Chennai Marina,South,P014,Office Chair,Office,Furniture,4,8999,0,35996,19437.84,16558.16,UPI,Mobile App,Delivered,9,93,25,SELLER014,1,0
O001256,C0103,2025-01-21,S003,Mumbai West,West,P009,Backpack,Fashion,Bags,1,1799,5,1709.05,939.98,769.07,Credit Card,Store,Shipped,2,112,32,SELLER015,2,0
O001257,C0120,2025-04-07,S004,Delhi Select,North,P004,Running Shoes,Fashion,Footwear,2,2999,10,5398.2,3022.99,2375.21,Debit Card,Web,Processing,,131,39,SELLER016,3,0
O001258,C0137,2025-07-20,S005,Hyderabad Hub,South,P015,Skincare Set,Beauty,Personal Care,3,2499,15,6372.45,3632.3,2740.15,Wallet,Mobile App,Returned,4,150,46,SELLER017,4,1
O001259,C0154,2025-10-06,S006,Pune Market,West,P010,Water Bottle,Sports,Fitness,4,699,20,2236.8,1297.34,939.46,Net Banking,Store,Cancelled,,169,53,SELLER018,5,0
O001260,C0171,2025-01-19,S001,Bengaluru Central,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,0,1899,987.48,911.52,UPI,Web,Delivered,6,8,25,SELLER001,1,0
O001261,C0188,2025-04-05,S002,Chennai Marina,South,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,5,5318.1,2818.59,2499.51,Credit Card,Mobile App,Delivered,7,27,32,SELLER002,2,0
O001262,C0205,2025-07-18,S003,Mumbai West,West,P011,Cotton Bedsheet,Home,Bedding,3,1599,10,4317.3,2331.34,1985.96,Debit Card,Store,Delivered,8,46,39,SELLER003,3,0
O001263,C0222,2025-10-04,S004,Delhi Select,North,P006,Laptop Stand,Office,Accessories,4,1499,15,5096.6,2803.13,2293.47,Wallet,Web,Shipped,9,65,46,SELLER004,4,0
O001264,C0239,2025-01-17,S005,Hyderabad Hub,South,P001,Wireless Headphones,Electronics,Audio,1,2499,20,1999.2,1119.55,879.65,Net Banking,Mobile App,Processing,,84,53,SELLER005,5,0
O001265,C0006,2025-04-03,S006,Pune Market,West,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,0,4398,2506.86,1891.14,UPI,Store,Returned,3,103,25,SELLER006,1,1
O001266,C0023,2025-07-16,S001,Bengaluru Central,South,P007,Desk Lamp,Home,Lighting,3,999,5,2847.15,1651.35,1195.8,Credit Card,Web,Cancelled,,122,32,SELLER007,2,0
O001267,C0040,2025-10-02,S002,Chennai Marina,South,P002,Smart Watch,Electronics,Wearables,4,5999,10,21596.4,11230.13,10366.27,Debit Card,Mobile App,Delivered,5,141,39,SELLER008,3,0
O001268,C0057,2025-01-15,S003,Mumbai West,West,P013,USB-C Hub,Electronics,Accessories,1,2299,15,1954.15,1035.7,918.45,Wallet,Store,Delivered,6,160,46,SELLER009,4,0
O001269,C0074,2025-04-01,S004,Delhi Select,North,P008,Yoga Mat,Sports,Fitness,2,1299,20,2078.4,1122.34,956.06,Net Banking,Web,Delivered,7,179,53,SELLER010,5,0
O001270,C0091,2025-07-14,S005,Hyderabad Hub,South,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,0,10497,5773.35,4723.65,UPI,Mobile App,Shipped,8,18,25,SELLER011,1,0
O001271,C0108,2025-10-27,S006,Pune Market,West,P014,Office Chair,Office,Furniture,4,8999,5,34196.2,19149.87,15046.33,Credit Card,Store,Processing,,37,32,SELLER012,2,0
O001272,C0125,2025-01-13,S001,Bengaluru Central,South,P009,Backpack,Fashion,Bags,1,1799,10,1619.1,922.89,696.21,Debit Card,Web,Returned,2,56,39,SELLER013,3,1
O001273,C0142,2025-04-26,S002,Chennai Marina,South,P004,Running Shoes,Fashion,Footwear,2,2999,15,5098.3,2957.01,2141.29,Wallet,Mobile App,Cancelled,,75,46,SELLER014,4,0
O001274,C0159,2025-07-12,S003,Mumbai West,West,P015,Skincare Set,Beauty,Personal Care,3,2499,20,5997.6,3118.75,2878.85,Net Banking,Store,Delivered,4,94,53,SELLER015,5,0
O001275,C0176,2025-10-25,S004,Delhi Select,North,P010,Water Bottle,Sports,Fitness,4,699,0,2796,1481.88,1314.12,UPI,Web,Delivered,5,113,25,SELLER016,1,0
O001276,C0193,2025-01-11,S005,Hyderabad Hub,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,5,1804.05,974.19,829.86,Credit Card,Mobile App,Delivered,6,132,32,SELLER017,2,0
O001277,C0210,2025-04-24,S006,Pune Market,West,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,10,5038.2,2771.01,2267.19,Debit Card,Store,Shipped,7,151,39,SELLER018,3,0
O001278,C0227,2025-07-10,S001,Bengaluru Central,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,15,4077.45,2283.37,1794.08,Wallet,Web,Processing,,170,46,SELLER001,4,0
O001279,C0244,2025-10-23,S002,Chennai Marina,South,P006,Laptop Stand,Office,Accessories,4,1499,20,4796.8,2734.18,2062.62,Net Banking,Mobile App,Returned,9,9,53,SELLER002,5,1
O001280,C0011,2025-01-09,S003,Mumbai West,West,P001,Wireless Headphones,Electronics,Audio,1,2499,0,2499,1449.42,1049.58,UPI,Store,Cancelled,,28,25,SELLER003,1,0
O001281,C0028,2025-04-22,S004,Delhi Select,North,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,5,4178.1,2172.61,2005.49,Credit Card,Web,Delivered,3,47,32,SELLER004,2,0
O001282,C0045,2025-07-08,S005,Hyderabad Hub,South,P007,Desk Lamp,Home,Lighting,3,999,10,2697.3,1429.57,1267.73,Debit Card,Mobile App,Delivered,4,66,39,SELLER005,3,0
O001283,C0062,2025-10-21,S006,Pune Market,West,P002,Smart Watch,Electronics,Wearables,4,5999,15,20396.6,11014.16,9382.44,Wallet,Store,Delivered,5,85,46,SELLER006,4,0
O001284,C0079,2025-01-07,S001,Bengaluru Central,South,P013,USB-C Hub,Electronics,Accessories,1,2299,20,1839.2,1011.56,827.64,Net Banking,Web,Shipped,6,104,53,SELLER007,5,0
O001285,C0096,2025-04-20,S002,Chennai Marina,South,P008,Yoga Mat,Sports,Fitness,2,1299,0,2598,1454.88,1143.12,UPI,Mobile App,Processing,,123,25,SELLER008,1,0
O001286,C0113,2025-07-06,S003,Mumbai West,West,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,5,9972.15,5684.13,4288.02,Credit Card,Store,Returned,8,142,32,SELLER009,2,1
O001287,C0130,2025-10-19,S004,Delhi Select,North,P014,Office Chair,Office,Furniture,4,8999,10,32396.4,18789.91,13606.49,Debit Card,Web,Cancelled,,161,39,SELLER010,3,0
O001288,C0147,2025-01-05,S005,Hyderabad Hub,South,P009,Backpack,Fashion,Bags,1,1799,15,1529.15,795.16,733.99,Wallet,Mobile App,Delivered,2,180,46,SELLER011,4,0
O001289,C0164,2025-04-18,S006,Pune Market,West,P004,Running Shoes,Fashion,Footwear,2,2999,20,4798.4,2543.15,2255.25,Net Banking,Store,Delivered,3,19,53,SELLER012,5,0
O001290,C0181,2025-07-04,S001,Bengaluru Central,South,P015,Skincare Set,Beauty,Personal Care,3,2499,0,7497,4048.38,3448.62,UPI,Web,Delivered,4,38,25,SELLER013,1,0
O001291,C0198,2025-10-17,S002,Chennai Marina,South,P010,Water Bottle,Sports,Fitness,4,699,5,2656.2,1460.91,1195.29,Credit Card,Mobile App,Shipped,5,57,32,SELLER014,2,0
O001292,C0215,2025-01-03,S003,Mumbai West,West,P005,Bluetooth Speaker,Electronics,Audio,1,1899,10,1709.1,957.1,752,Debit Card,Store,Processing,,76,39,SELLER015,3,0
O001293,C0232,2025-04-16,S004,Delhi Select,North,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,15,4758.3,2712.23,2046.07,Wallet,Web,Returned,7,95,46,SELLER016,4,1
O001294,C0249,2025-07-02,S005,Hyderabad Hub,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,20,3837.6,2225.81,1611.79,Net Banking,Mobile App,Cancelled,,114,53,SELLER017,5,0
O001295,C0016,2025-10-15,S006,Pune Market,West,P006,Laptop Stand,Office,Accessories,4,1499,0,5996,3117.92,2878.08,UPI,Store,Delivered,9,133,25,SELLER018,1,0
O001296,C0033,2025-01-01,S001,Bengaluru Central,South,P001,Wireless Headphones,Electronics,Audio,1,2499,5,2374.05,1258.25,1115.8,Credit Card,Web,Delivered,2,152,32,SELLER001,2,0
O001297,C0050,2025-04-14,S002,Chennai Marina,South,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,10,3958.2,2137.43,1820.77,Debit Card,Mobile App,Delivered,3,171,39,SELLER002,3,0
O001298,C0067,2025-07-27,S003,Mumbai West,West,P007,Desk Lamp,Home,Lighting,3,999,15,2547.45,1401.1,1146.35,Wallet,Store,Shipped,4,10,46,SELLER003,4,0
O001299,C0084,2025-10-13,S004,Delhi Select,North,P002,Smart Watch,Electronics,Wearables,4,5999,20,19196.8,10750.21,8446.59,Net Banking,Web,Processing,,29,53,SELLER004,5,0
O001300,C0101,2025-01-26,S005,Hyderabad Hub,South,P013,USB-C Hub,Electronics,Accessories,1,2299,0,2299,1310.43,988.57,UPI,Mobile App,Returned,6,48,25,SELLER005,1,1
O001301,C0118,2025-04-12,S006,Pune Market,West,P008,Yoga Mat,Sports,Fitness,2,1299,5,2468.1,1431.5,1036.6,Credit Card,Store,Cancelled,,67,32,SELLER006,2,0
O001302,C0135,2025-07-25,S001,Bengaluru Central,South,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,10,9447.3,4912.6,4534.7,Debit Card,Web,Delivered,8,86,39,SELLER007,3,0
O001303,C0152,2025-10-11,S002,Chennai Marina,South,P014,Office Chair,Office,Furniture,4,8999,15,30596.6,16216.2,14380.4,Wallet,Mobile App,Delivered,9,105,46,SELLER008,4,0
O001304,C0169,2025-01-24,S003,Mumbai West,West,P009,Backpack,Fashion,Bags,1,1799,20,1439.2,777.17,662.03,Net Banking,Store,Delivered,2,124,53,SELLER009,5,0
O001305,C0186,2025-04-10,S004,Delhi Select,North,P004,Running Shoes,Fashion,Footwear,2,2999,0,5998,3298.9,2699.1,UPI,Web,Shipped,3,143,25,SELLER010,1,0
O001306,C0203,2025-07-23,S005,Hyderabad Hub,South,P015,Skincare Set,Beauty,Personal Care,3,2499,5,7122.15,3988.4,3133.75,Credit Card,Mobile App,Processing,,162,32,SELLER011,2,0
O001307,C0220,2025-10-09,S006,Pune Market,West,P010,Water Bottle,Sports,Fitness,4,699,10,2516.4,1434.35,1082.05,Debit Card,Store,Returned,5,181,39,SELLER012,3,1
O001308,C0237,2025-01-22,S001,Bengaluru Central,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,15,1614.15,936.21,677.94,Wallet,Web,Cancelled,,20,46,SELLER013,4,0
O001309,C0004,2025-04-08,S002,Chennai Marina,South,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,20,4478.4,2328.77,2149.63,Net Banking,Mobile App,Delivered,7,39,53,SELLER014,5,0
O001310,C0021,2025-07-21,S003,Mumbai West,West,P011,Cotton Bedsheet,Home,Bedding,3,1599,0,4797,2542.41,2254.59,UPI,Store,Delivered,8,58,25,SELLER015,1,0
O001311,C0038,2025-10-07,S004,Delhi Select,North,P006,Laptop Stand,Office,Accessories,4,1499,5,5696.2,3075.95,2620.25,Credit Card,Web,Delivered,9,77,32,SELLER016,2,0
O001312,C0055,2025-01-20,S005,Hyderabad Hub,South,P001,Wireless Headphones,Electronics,Audio,1,2499,10,2249.1,1237.01,1012.09,Debit Card,Mobile App,Shipped,2,96,39,SELLER017,3,0
O001313,C0072,2025-04-06,S006,Pune Market,West,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,15,3738.3,2093.45,1644.85,Wallet,Store,Processing,,115,46,SELLER018,4,0
O001314,C0089,2025-07-19,S001,Bengaluru Central,South,P007,Desk Lamp,Home,Lighting,3,999,20,2397.6,1366.63,1030.97,Net Banking,Web,Returned,4,134,53,SELLER001,5,1
O001315,C0106,2025-10-05,S002,Chennai Marina,South,P002,Smart Watch,Electronics,Wearables,4,5999,0,23996,13917.68,10078.32,UPI,Mobile App,Cancelled,,153,25,SELLER002,1,0
O001316,C0123,2025-01-18,S003,Mumbai West,West,P013,USB-C Hub,Electronics,Accessories,1,2299,5,2184.05,1135.71,1048.34,Credit Card,Store,Delivered,6,172,32,SELLER003,2,0
